pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
KELT-3 b,2,1,17.486,1.56,616.5902,1.94,148.6431193,40.3879446,210.252,9.76324
HAT-P-15 b,1,1,12.016,1.072,618.471,1.946,66.248142,39.460602,192.516,11.7232
HAT-P-15 b,1,1,12.016,1.072,619.45067,1.949,66.248142,39.460602,192.516,11.7232
HAT-P-23 b,1,1,15.334,1.368,626.1251,1.97,306.1239076,16.7621462,364.813,12.1741
HATS-18 b,1,1,14.897,1.329,629.14449,1.9795,173.9574203,-29.1560639,624.368,13.8786
HATS-18 b,1,1,14.986,1.337,629.3034,1.98,173.9574203,-29.1560639,624.368,13.8786
WASP-3 b,3,1,15.693,1.4,629.3034,1.98,278.6317411,35.6614312,231.161,10.4525
WASP-43 b,1,1,11.276,1.006,635.02434,1.998,154.9081869,-9.8064431,86.7467,11.907
Kepler-47 b,2,3,3.03,0.27,636,2,295.2978883,46.9204303,1025.02,15.1626
Kepler-76 b,1,1,14.011,1.25,635.66,2,294.1921185,39.6189727,822.96,13.2755
Kepler-76 b,1,1,14.01,1.25,635.63,2,294.1921185,39.6189727,822.96,13.2755
PDS 70 c,1,2,22.866,2.04,635.66,2,212.0421402,-41.3980405,113.064,11.5848
Kepler-30 c,1,3,12.3,1.097,640,2.01,285.2836483,38.9472625,914.221,15.3761
Kepler-76 b,1,1,15.244,1.36,638.8383,2.01,294.1921185,39.6189727,822.96,13.2755
WASP-100 b,2,1,18.943,1.69,638.8383,2.01,68.9598159,-64.027039,364.411,10.6151
WASP-12 b,3,1,20.849,1.86,638.8383,2.01,97.636645,29.6722662,427.246,11.4999
WASP-100 b,2,1,18.943,1.69,645.1949,2.03,68.9598159,-64.027039,364.411,10.6151
WASP-100 b,2,1,18.94,1.69,645.17,2.03,68.9598159,-64.027039,364.411,10.6151
WASP-3 b,3,1,15.872,1.416,645.1949,2.03,278.6317411,35.6614312,231.161,10.4525
Kepler-5 b,1,1,13.563,1.21,648.3732,2.04,299.4070341,44.0350387,899.777,13.2263
Kepler-59 b,1,2,1.1,0.098,651.52,2.05,287.0394932,46.6401677,1163.22,14.2786
WASP-43 b,1,1,11.613,1.036,651.5515,2.05,154.9081869,-9.8064431,86.7467,11.907
WASP-61 b,1,1,13.899,1.24,651.5515,2.05,75.2996637,-26.0541438,488.66,12.0702
WASP-3 b,3,1,16.298,1.454,654.7298,2.06,278.6317411,35.6614312,231.161,10.4525
WASP-61 b,1,1,13.899,1.24,654.702,2.06,75.2996637,-26.0541438,488.66,12.0702
WASP-61 b,1,1,13.563,1.21,654.7298,2.06,75.2996637,-26.0541438,488.66,12.0702
HAT-P-23 b,1,1,13.72,1.224,658,2.07,306.1239076,16.7621462,364.813,12.1741
Kepler-40 b,1,1,16.141,1.44,657.9081,2.07,296.8136883,47.5265446,2305.01,14.5591
HAT-P-23 b,1,1,15.356,1.37,664.2647,2.09,306.1239076,16.7621462,364.813,12.1741
HAT-P-23 b,1,1,15.334,1.368,664.237,2.09,306.1239076,16.7621462,364.813,12.1741
WASP-33 b,2,1,17.856,1.593,665.21819,2.093,36.7127375,37.5504441,121.944,8.07004
WASP-46 b,1,1,14.684,1.31,667.733,2.101,318.7370122,-55.8718634,375.31,12.8519
Kepler-5 b,1,1,15.984,1.426,670.93913,2.111,299.4070341,44.0350387,899.777,13.2263
Kepler-5 b,1,1,16.04,1.431,671.864,2.114,299.4070341,44.0350387,899.777,13.2263
Kepler-40 b,1,1,14.235,1.27,673.7996,2.12,296.8136883,47.5265446,2305.01,14.5591
Kepler-5 b,1,1,16.04,1.431,675.70658,2.126,299.4070341,44.0350387,899.777,13.2263
WASP-164 b,1,1,12.644,1.128,676.9779,2.13,344.8735878,-60.4478194,327.506,12.4679
WASP-53 b,1,2,12.038,1.074,677.61356,2.132,31.9091639,-20.661843,201.338,12.3473
WASP-8 b,2,2,11.635,1.038,677.61356,2.132,359.9008737,-35.0313349,89.9606,9.61249
HAT-P-22 b,2,1,12.106,1.08,682.352,2.147,155.6814593,50.1287115,81.7647,9.51936
HAT-P-31 b,1,1,11.994,1.07,682.38101,2.147,271.5376722,26.4266061,344.05,11.4501
HAT-P-22 b,2,1,12.106,1.08,682.69884,2.148,155.6814593,50.1287115,81.7647,9.51936
Kepler-323 b,1,2,1.67,0.149,684.4,2.153,291.3822988,38.1274595,454.883,12.658
Kepler-40 b,1,1,16.141,1.44,686.5128,2.16,296.8136883,47.5265446,2305.01,14.5591
NGTS-10 b,1,1,13.507,1.205,687.14846,2.162,91.8722801,-25.5948963,,14.2604
HATS-15 b,1,1,12.386,1.105,689.6911,2.17,311.0920041,-19.4375266,1139.55,14.6473
HAT-P-31 b,1,1,11.99,1.07,689.98,2.171,271.5376722,26.4266061,344.05,11.4501
HAT-P-22 b,2,1,12.106,1.08,690.32676,2.172,155.6814593,50.1287115,81.7647,9.51936
HAT-P-56 b,1,1,16.432,1.466,692.8694,2.18,100.8480137,27.2521823,320.639,10.8245
WASP-87 b,2,1,15.524,1.385,692.8694,2.18,185.3246821,-52.8408163,298.392,10.7091
Kepler-58 c,1,3,2.86,0.255,696.02,2.19,296.3586251,39.1152033,969.252,14.8663
HAT-P-22 b,2,1,11.882,1.06,696.68336,2.192,155.6814593,50.1287115,81.7647,9.51936
HAT-P-49 b,1,1,17.822,1.59,699.226,2.2,305.4413294,26.6926759,350.351,10.2071
Kepler-40 b,1,1,13.11,1.17,699.2,2.2,296.8136883,47.5265446,2305.01,14.5591
WASP-8 b,2,2,11.2,1,699.2,2.2,359.9008737,-35.0313349,89.9606,9.61249
CoRoT-21 b,1,1,14.572,1.3,705.5826,2.22,101.0526207,-0.2991544,,15.8558
WASP-71 b,1,1,16.365,1.46,706.21826,2.222,29.2634506,0.7588247,362.715,10.5678
HAT-P-14 b,2,1,12.89,1.15,709.367,2.232,260.1161719,38.2421682,222.663,9.87283
HAT-P-14 b,2,1,12.801,1.142,709.39656,2.232,260.1161719,38.2421682,222.663,9.87283
HATS-52 b,1,1,15.491,1.382,711.9392,2.24,140.0875894,-31.2692116,555.134,13.6269
WASP-71 b,1,1,16.37,1.46,712.545,2.242,29.2634506,0.7588247,362.715,10.5678
WASP-8 b,2,2,11.635,1.038,713.18,2.244,359.9008737,-35.0313349,89.9606,9.61249
CoRoT-21 b,1,1,14.572,1.3,718.2958,2.26,101.0526207,-0.2991544,,15.8558
HATS-24 b,1,1,15.637,1.395,718.2958,2.26,268.8907069,-61.7474,494.182,12.6911
HAT-P-31 b,1,1,12.218,1.09,721.4741,2.27,271.5376722,26.4266061,344.05,11.4501
HAT-P-14 b,2,1,13.664,1.219,721.79193,2.271,260.1161719,38.2421682,222.663,9.87283
HAT-P-14 b,2,1,13.451,1.2,724.6524,2.28,260.1161719,38.2421682,222.663,9.87283
WASP-36 b,2,1,14.359,1.281,726.55938,2.286,131.5803897,-8.0269855,386.346,12.6284
WASP-77 A b,2,1,15.468,1.38,727.8307,2.29,37.1555223,-7.0606675,105.166,10.0966
WASP-36 b,2,1,14.908,1.33,729.41985,2.295,131.5803897,-8.0269855,386.346,12.6284
WASP-36 b,2,1,14.359,1.281,729.73768,2.296,131.5803897,-8.0269855,386.346,12.6284
WASP-192 b,1,1,13.787,1.23,731.009,2.3,223.6587187,-38.7445469,508.885,12.5347
WASP-72 b,1,1,14.46,1.29,731.009,2.3,41.0400779,-30.1690785,434.754,10.8378
HAT-P-14 b,2,1,12.89,1.15,731.96249,2.303,260.1161719,38.2421682,222.663,9.87283
WASP-36 b,2,1,14.359,1.281,731.932,2.303,131.5803897,-8.0269855,386.346,12.6284
HAT-P-56 b,1,1,16.926,1.51,734.1873,2.31,100.8480137,27.2521823,320.639,10.8245
POTS-1 b,1,1,10.548,0.941,734.16,2.31,203.6087259,-66.5811639,747.959,17.2604
WASP-66 b,1,1,15.581,1.39,737.335,2.32,158.2250301,-34.9899074,500.258,11.5904
WASP-66 b,1,1,15.581,1.39,737.3656,2.32,158.2250301,-34.9899074,500.258,11.5904
CoRoT-11 b,1,1,16.03,1.43,740.51,2.33,280.6872998,5.9376586,655.037,12.841
CoRoT-11 b,1,1,15.984,1.426,743.7222,2.34,280.6872998,5.9376586,655.037,12.841
Kepler-17 b,1,1,14.684,1.31,743.7222,2.34,298.3952437,47.8149865,720.753,14.1311
WASP-66 b,1,1,15.693,1.4,746.9005,2.35,158.2250301,-34.9899074,500.258,11.5904
Kepler-203 c,1,3,2.09,0.186,749.9,2.36,297.089959,41.3880686,703.302,13.9421
WASP-36 b,2,1,14.874,1.327,750.39663,2.361,131.5803897,-8.0269855,386.346,12.6284
WASP-66 b,1,1,15.581,1.39,753.2571,2.37,158.2250301,-34.9899074,500.258,11.5904
HATS-12 b,1,1,15.132,1.35,756.4354,2.38,289.202402,-19.3559227,746.138,12.6766
NGTS-3 A b,2,1,16.589,1.48,756.4354,2.38,94.4447595,-35.706364,743.972,14.4878
HATS-12 b,1,1,15.513,1.384,759.6137,2.39,289.202402,-19.3559227,746.138,12.6766
CoRoT-17 b,1,1,11.433,1.02,765.9703,2.41,278.699236,-6.612288,1176.12,15.4368
CoRoT-17 b,1,1,11.43,1.02,772.29,2.43,278.699236,-6.612288,1176.12,15.4368
WASP-3 b,3,1,15.917,1.42,772.3269,2.43,278.6317411,35.6614312,231.161,10.4525
WASP-99 b,1,1,11.433,1.02,772.3269,2.43,39.8976689,-50.0081934,158.66,9.3251
HATS-24 b,1,1,16.668,1.487,775.5052,2.44,268.8907069,-61.7474,494.182,12.6911
KELT-9 b,2,1,19.986,1.783,775.5052,2.44,307.8598998,39.9389161,204.455,7.57675
WASP-140 b,2,1,16.141,1.44,775.5052,2.44,60.3855387,-20.4509991,117.598,10.8202
Kepler-17 b,1,1,14.68,1.31,778.65,2.45,298.3952437,47.8149865,720.753,14.1311
CoRoT-17 b,1,1,11.287,1.007,781.8618,2.46,278.699236,-6.612288,1176.12,15.4368
Qatar-2 b,1,1,12.498,1.115,783.76878,2.466,207.6554928,-6.8040714,181.374,13.0276
HAT-P-22 b,2,1,12.89,1.15,785.0401,2.47,155.6814593,50.1287115,81.7647,9.51936
Kepler-17 b,1,1,14.908,1.33,785.0401,2.47,298.3952437,47.8149865,720.753,14.1311
Qatar-2 b,1,1,14.056,1.254,785.0401,2.47,207.6554928,-6.8040714,181.374,13.0276
Qatar-2 b,1,1,12.823,1.144,790.41,2.487,207.6554928,-6.8040714,181.374,13.0276
CoRoT-11 b,1,1,15.581,1.39,791.3967,2.49,280.6872998,5.9376586,655.037,12.841
WASP-161 b,1,1,12.812,1.143,791.3967,2.49,126.3378248,-11.5009889,343.08,10.8987
Qatar-2 b,1,1,14.056,1.254,792.635,2.494,207.6554928,-6.8040714,181.374,13.0276
Kepler-419 b,1,2,10.8,0.96,794.5,2.5,295.4179125,51.1847629,1011.36,12.9642
TOI-150.01,1,1,14.067,1.255,797.7533,2.51,112.965421,-73.6060358,336.267,11.3408
WASP-8 b,2,2,12.666,1.13,807.2882,2.54,359.9008737,-35.0313349,89.9606,9.61249
Kepler-419 b,1,2,10.761,0.96,820.0014,2.58,295.4179125,51.1847629,1011.36,12.9642
Qatar-2 b,1,1,12.89,1.15,826.358,2.6,207.6554928,-6.8040714,181.374,13.0276
CoRoT-11 b,1,1,16.029,1.43,832.7146,2.62,280.6872998,5.9376586,655.037,12.841
WASP-32 b,1,1,10.761,0.96,835.8929,2.63,3.9617073,1.2005122,275.994,11.409
WASP-38 b,1,1,12.218,1.09,841.61384,2.648,243.9597194,10.0324103,136.24,9.20974
WASP-61 b,1,1,15.805,1.41,851.7844,2.68,75.2996637,-26.0541438,488.66,12.0702
WASP-141 b,1,1,13.563,1.21,854.9627,2.69,71.8244347,-17.1151736,516.543,12.4822
WASP-38 b,1,1,12.263,1.094,855.245,2.691,243.9597194,10.0324103,136.24,9.20974
Kepler-23 c,1,3,3.2,0.285,858.1,2.7,294.2189131,49.4792536,835.756,13.4015
OGLE-TR-132 b,1,1,13.451,1.2,858.141,2.7,162.6440933,-61.9572476,2012.62,16.4883
WASP-38 b,1,1,12.3,1.1,858.1,2.7,243.9597194,10.0324103,136.24,9.20974
WASP-38 b,1,1,12.218,1.09,861.3193,2.71,243.9597194,10.0324103,136.24,9.20974
CoRoT-10 b,1,1,10.873,0.97,867.6759,2.73,291.0636813,0.7460143,338.386,14.6645
HATS-22 b,1,1,10.682,0.953,870.8542,2.74,174.0098693,-29.5433642,229.518,13.1225
CoRoT-10 b,1,1,10.87,0.97,874,2.75,291.0636813,0.7460143,338.386,14.6645
KELT-16 b,2,1,15.861,1.415,874.0325,2.75,314.2685227,31.6610186,444.586,11.7959
CoRoT-10 b,1,1,10.548,0.941,883.5674,2.78,291.0636813,0.7460143,338.386,14.6645
WASP-99 b,1,1,12.33,1.1,883.53,2.78,39.8976689,-50.0081934,158.66,9.3251
WASP-158 b,1,1,11.994,1.07,886.7457,2.79,4.1463468,-10.9764226,524.993,12.0911
CoRoT-23 b,1,1,11.77,1.05,889.9,2.8,279.7826586,4.3577516,1060.97,15.0681
WASP-99 b,1,1,12.33,1.1,889.924,2.8,39.8976689,-50.0081934,158.66,9.3251
Kepler-433 b,1,1,16.253,1.45,893.1023,2.81,297.5936232,40.9772546,1878.31,14.4163
Kepler-433 b,1,1,16.25,1.45,896.24,2.82,297.5936232,40.9772546,1878.31,14.4163
Kepler-434 b,1,1,12.67,1.13,908.96,2.86,293.5863887,42.9288624,1222.54,14.4999
WASP-73 b,1,1,15.917,1.42,908.9938,2.86,319.9496969,-58.1489328,316.678,10.2607
KELT-9 b,2,1,21.196,1.891,915.3504,2.88,307.8598998,39.9389161,204.455,7.57675
CoRoT-30 b,1,1,11.31,1.009,921.707,2.9,277.6011767,6.8359338,1032.23,15.413
NGTS-9 b,1,1,11.994,1.07,921.707,2.9,141.9206435,-19.3476477,609.128,12.6547
CoRoT-6 b,1,1,13.07,1.166,937.5985,2.95,281.0725563,6.6632062,645.294,13.7459
CoRoT-6 b,1,1,13.068,1.166,940.74,2.96,281.0725563,6.6632062,645.294,13.7459
CoRoT-6 b,1,1,13.283,1.185,940.7768,2.96,281.0725563,6.6632062,645.294,13.7459
WASP-10 b,1,1,14.348,1.28,940.7768,2.96,348.9930457,31.4627508,140.998,12.1739
Kepler-434 b,1,1,12.666,1.13,947.1334,2.98,293.5863887,42.9288624,1222.54,14.4999
EPIC 246851721 b,2,1,11.781,1.051,953.49,3,78.9198197,16.2786991,372.632,11.2549
PDS 70 b,1,2,30.488,2.72,953.49,3,212.0421402,-41.3980405,113.064,11.5848
Kepler-43 b,1,1,12.55,1.12,962.98,3.03,285.2408288,46.6682411,1005.84,13.8894
CoRoT-23 b,1,1,13.227,1.18,972.5598,3.06,279.7826586,4.3577516,1060.97,15.0681
CoRoT-23 b,1,1,11.769,1.05,982.0947,3.09,279.7826586,4.3577516,1060.97,15.0681
Kepler-43 b,1,1,12.498,1.115,982.0947,3.09,285.2408288,46.6682411,1005.84,13.8894
MASCARA-4 b,2,1,17.15,1.53,985.273,3.1,147.5800667,-66.1139253,170.696,8.17401
Kepler-43 b,1,1,13,1.16,994.77,3.13,285.2408288,46.6682411,1005.84,13.8894
Kepler-43 b,1,1,13.002,1.16,997.9862,3.14,285.2408288,46.6682411,1005.84,13.8894
HATS-57 b,1,1,12.767,1.139,1000.21101,3.147,60.9482779,-19.0568182,279.485,12.1816
WASP-10 b,1,1,12.106,1.08,1001.12,3.15,348.9930457,31.4627508,140.998,12.1739
WASP-10 b,1,1,11.96,1.067,1004.3428,3.16,348.9930457,31.4627508,140.998,12.1739
HD 17156 b,1,1,12.274,1.095,1014.153,3.191,42.4366123,71.7530882,78.0863,8.03298
WASP-10 b,1,1,12.3,1.1,1017,3.2,348.9930457,31.4627508,140.998,12.1739
WASP-10 b,1,1,11.96,1.067,1020.2343,3.21,348.9930457,31.4627508,140.998,12.1739
HIP 65 A b,2,1,22.754,2.03,1021.18779,3.213,0.1856063,-54.8308228,61.7856,10.5895
HATS-36 b,1,1,13.843,1.235,1022.14128,3.216,291.4787013,-23.2028183,856.436,14.233
HD 17156 b,1,1,11.43,1.02,1023.37,3.22,42.4366123,71.7530882,78.0863,8.03298
Kepler-43 b,1,1,13.45,1.2,1026.55,3.23,285.2408288,46.6682411,1005.84,13.8894
Kepler-43 b,1,1,13.664,1.219,1026.5909,3.23,285.2408288,46.6682411,1005.84,13.8894
HD 17156 b,1,1,12.184,1.087,1028.18005,3.235,42.4366123,71.7530882,78.0863,8.03298
HD 17156 b,1,1,11.938,1.065,1036.76146,3.262,42.4366123,71.7530882,78.0863,8.03298
CoRoT-18 b,1,1,14.022,1.251,1039.3041,3.27,98.1724172,-0.0316045,764.889,14.8009
HATS-16 b,1,1,14.572,1.3,1039.3041,3.27,358.5588439,-30.0130385,757.044,13.6864
WASP-33 b,2,1,18.82,1.679,1042.4824,3.28,36.7127375,37.5504441,121.944,8.07004
CoRoT-18 b,1,1,12.846,1.146,1048.839,3.3,98.1724172,-0.0316045,764.889,14.8009
CoRoT-2 b,2,1,16.432,1.466,1048.839,3.3,291.7770457,1.3836634,213.283,12.2489
OGLE-TR-56 b,1,1,15.278,1.363,1048.839,3.3,269.1479583,-29.5392222,,
CoRoT-2 b,2,1,16.421,1.465,1051.973,3.31,291.7770457,1.3836634,213.283,12.2489
CoRoT-2 b,2,1,15.85,1.414,1052.0173,3.31,291.7770457,1.3836634,213.283,12.2489
HAT-P-34 b,1,1,13.417,1.197,1057.694,3.328,303.1954355,18.1047776,249.325,10.1944
HAT-P-34 b,1,1,13.417,1.197,1058.3739,3.33,303.1954355,18.1047776,249.325,10.1944
KELT-20 b,1,1,19.515,1.741,1074.90106,3.382,294.6614126,31.2192001,136.426,7.57492
HATS-61 b,1,1,13.395,1.195,1080.622,3.4,61.6578005,-25.3496674,679.761,13.0682
HAT-P-14 b,2,1,15.917,1.42,1093.3352,3.44,260.1161719,38.2421682,222.663,9.87283
WASP-38 b,1,1,13.787,1.23,1093.3352,3.44,243.9597194,10.0324103,136.24,9.20974
CoRoT-18 b,1,1,14.684,1.31,1099.6918,3.46,98.1724172,-0.0316045,764.889,14.8009
CoRoT-18 b,1,1,14.68,1.31,1102.82,3.47,98.1724172,-0.0316045,764.889,14.8009
CoRoT-2 b,2,1,16.432,1.466,1102.82,3.47,291.7770457,1.3836634,213.283,12.2489
WASP-173 A b,2,1,14.404,1.285,1102.8701,3.47,354.1686959,-34.6113042,232.98,11.3975
WASP-32 b,1,1,12.33,1.1,1109.2267,3.49,3.9617073,1.2005122,275.994,11.409
HD 17156 b,1,1,12.33,1.1,1115.5833,3.51,42.4366123,71.7530882,78.0863,8.03298
CoRoT-2 b,2,1,16.365,1.46,1134.6531,3.57,291.7770457,1.3836634,213.283,12.2489
HAT-P-69 b,1,1,18.786,1.676,1137.8314,3.58,130.5056385,3.7105662,341.263,9.77332
K2-33 b,1,1,5.76,0.514,1144.188,3.6,242.5613635,-19.3193831,139.268,14.157
WASP-32 b,1,1,13.339,1.19,1144.188,3.6,3.9617073,1.2005122,275.994,11.409
WASP-32 b,1,1,13.227,1.18,1144.14,3.6,3.9617073,1.2005122,275.994,11.409
CoRoT-2 b,2,1,16.477,1.47,1150.5446,3.62,291.7770457,1.3836634,213.283,12.2489
WASP-173 A b,2,1,13.451,1.2,1172.7927,3.69,354.1686959,-34.6113042,232.98,11.3975
K2-33 b,1,1,5.04,0.45,1175.971,3.7,242.5613635,-19.3193831,139.268,14.157
MASCARA-1 b,1,1,16.814,1.5,1175.971,3.7,317.5515264,10.7388967,182.273,8.24243
SWEEPS-4 b,1,1,9.079,0.81,1207.7,3.8,269.7246667,-29.1890556,,
KELT-21 b,1,1,17.777,1.586,1242.7153,3.91,304.8000322,32.5810446,470.878,10.5415
HD 80606 b,2,1,10.98,0.98,1252.2,3.94,140.6569501,50.6037764,66.4711,8.82008
HAT-P-21 b,1,1,11.478,1.024,1261.7851,3.97,171.2749348,41.0280207,277.278,11.5583
WTS-1 b,1,1,16.7,1.49,1274.44,4.01,293.9850284,36.2962939,2346.01,16.4299
HAT-P-21 b,1,1,11.478,1.024,1291.289,4.063,171.2749348,41.0280207,277.278,11.5583
KELT-19 A b,2,1,21.409,1.91,1293.5681,4.07,111.5095293,7.6157759,300.276,9.86331
Kepler-32 b,1,5,2.2,0.196,1303,4.1,297.8423073,46.5743595,323.847,15.8123
WASP-33 b,2,1,16.78,1.497,1303,4.1,36.7127375,37.5504441,121.944,8.07004
HD 80606 b,2,1,11.243,1.003,1307.55262,4.114,140.6569501,50.6037764,66.4711,8.82008
HD 80606 b,2,1,11.243,1.003,1308.18828,4.116,140.6569501,50.6037764,66.4711,8.82008
CoRoT-20 b,1,2,11.209,1,1315.8162,4.14,97.7204249,0.2268931,844.061,14.4686
Kepler-25 c,2,3,4.5,0.401,1322.12,4.16,286.6383905,39.4879038,243.249,10.6319
HAT-P-16 b,3,1,13.339,1.19,1331.38987,4.189,9.5730343,42.4630961,226.637,10.7568
HAT-P-16 b,3,1,14.46,1.29,1332.66119,4.193,9.5730343,42.4630961,226.637,10.7568
HAT-P-16 b,3,1,14.448,1.289,1332.605,4.193,9.5730343,42.4630961,226.637,10.7568
HAT-P-16 b,3,1,14.448,1.289,1341.56043,4.221,9.5730343,42.4630961,226.637,10.7568
CoRoT-20 b,1,2,9.416,0.84,1344.4209,4.23,97.7204249,0.2268931,844.061,14.4686
CoRoT-20 b,1,2,9.42,0.84,1347.54,4.24,97.7204249,0.2268931,844.061,14.4686
Qatar-3 b,1,1,12.285,1.096,1369.8473,4.31,359.1519716,36.2129562,735.601,12.8203
Qatar-5 b,1,1,12.408,1.107,1373.0256,4.32,7.0539375,42.0613451,367.658,12.5241
OGLE2-TR-L9 b,1,1,18.091,1.614,1379.3822,4.34,166.9798793,-61.1462496,1627.63,14.5637
HD 80606 b,2,1,11.994,1.07,1392.0954,4.38,140.6569501,50.6037764,66.4711,8.82008
OGLE2-TR-L9 b,1,1,18.304,1.633,1398.452,4.4,166.9798793,-61.1462496,1627.63,14.5637
XO-6 b,1,1,23.203,2.07,1398.452,4.4,94.7929552,73.8275672,235.479,10.191
OGLE2-TR-L9 b,1,1,18.046,1.61,1430.175,4.5,166.9798793,-61.1462496,1627.63,14.5637
Kepler-31 c,1,3,5.3,0.473,1493.7,4.7,294.0230229,45.8530535,1664.64,15.224
WASP-120 b,1,1,16.511,1.473,1541.4755,4.85,62.6160813,-45.8982434,381.174,10.8989
HAT-P-21 b,1,1,12.442,1.11,1547.8321,4.87,171.2749348,41.0280207,277.278,11.5583
Kepler-432 b,2,2,12.554,1.12,1547.77,4.87,293.2822344,48.2859173,848.023,12.1822
Kepler-30 c,1,3,11.23,1.002,1603.8,5.046,285.2836483,38.9472625,914.221,15.3761
CoRoT-20 b,1,2,13.002,1.16,1608.2198,5.06,97.7204249,0.2268931,844.061,14.4686
KELT-24 b,1,1,14.258,1.272,1646.3594,5.18,161.9090273,71.655727,96.5173,8.23752
WASP-162 b,1,1,11.209,1,1652.716,5.2,168.2929079,-17.6577794,310.841,12.0652
KOI-12 b,1,2,17.262,1.54,1690.8556,5.32,297.4537402,41.0110188,399.398,11.2535
HATS-66 b,1,1,15.816,1.411,1694.0339,5.33,101.3948048,-33.8816918,1477.98,14.0086
Kepler-432 b,2,2,12.834,1.145,1719.4603,5.41,293.2822344,48.2859173,848.023,12.1822
TOI-172 b,1,1,10.817,0.965,1722.6386,5.42,316.6318791,-26.6928654,342.831,11.1927
WASP-89 b,1,1,11.657,1.04,1843.414,5.8,313.9000261,-18.9714084,290.946,12.989
Kepler-1658 b,1,1,11.994,1.07,1868.8404,5.88,294.3565559,38.9473424,788.238,11.42
WASP-89 b,1,1,11.657,1.04,1875.197,5.9,313.9000261,-18.9714084,290.946,12.989
Kepler-48 b,1,4,2.14,0.191,1887.83,5.94,299.1393094,40.948939,306.738,13.0772
Kepler-46 b,1,3,9.057,0.808,1907,6,289.2687388,42.6041819,777.06,15.2548
Ross 458 c,2,1,14.011,1.25,1906.98,6,195.1912147,12.3755996,11.5094,8.90809
TYC 8998-760-1 c,1,2,12.33,1.1,1906.98,6,201.3001096,-64.9391566,94.6177,10.6505
Qatar-4 b,1,1,12.722,1.135,1938.763,6.1,4.859275,44.0275965,329.036,13.4114
KOI-13 b,3,1,15.76,1.406,2070.66245,6.515,286.9713876,46.8682463,519.096,10.3678
HAT-P-70 b,1,1,20.961,1.87,2154.8874,6.78,74.5523332,9.9979794,330.739,9.45174
Kepler-31 d,1,3,3.9,0.348,2161.244,6.8,294.0230229,45.8530535,1664.64,15.224
Kepler-9 b,1,3,8.85,0.79,2175,6.844,285.5739904,38.4008192,628.257,13.7809
Kepler-57 c,1,2,1.55,0.138,2208.83,6.95,293.6413146,44.6570692,644.14,14.7738
HR 8799 b,1,4,13,1.2,2000,7,346.8701486,21.1340376,41.2441,5.90914
bet Pic b,1,2,18.495,1.65,2224.81,7,86.8212337,-51.066148,19.7442,3.82015
HAT-P-34 b,1,1,15.132,1.35,2227.9883,7.01,303.1954355,18.1047776,249.325,10.1944
HAT-P-20 b,1,1,11.489,1.025,2294.7326,7.22,111.9164295,24.3361185,71.0374,10.9903
WASP-14 b,3,1,14.359,1.281,2294.7326,7.22,218.2766247,21.8946875,161.997,9.64647
HAT-P-20 b,1,1,9.718,0.867,2302.899,7.246,111.9164295,24.3361185,71.0374,10.9903
HAT-P-20 b,1,1,9.718,0.867,2310.6241,7.27,111.9164295,24.3361185,71.0374,10.9903
XO-3 b,1,1,15.805,1.41,2316.9807,7.29,65.4695814,57.8172095,213.053,9.73889
HAT-P-20 b,1,1,9.75,0.87,2320.1,7.3,111.9164295,24.3361185,71.0374,10.9903
WASP-14 b,3,1,14.36,1.281,2333,7.341,218.2766247,21.8946875,161.997,9.64647
CoRoT-14 b,1,1,12.218,1.09,2358.2986,7.42,103.4242023,-5.5360385,1744.6,15.8116
HAT-P-35 b,3,1,39.792,3.55,2390.0816,7.52,123.250703,4.7870288,506.965,12.2802
WASP-14 b,3,1,13.899,1.24,2412.3297,7.59,218.2766247,21.8946875,161.997,9.64647
CoRoT-14 b,1,1,12.22,1.09,2415.4,7.6,103.4242023,-5.5360385,1744.6,15.8116
CoRoT-14 b,1,1,11.411,1.018,2437.7561,7.67,103.4242023,-5.5360385,1744.6,15.8116
Kepler-14 b,2,1,12.621,1.126,2440.9344,7.68,287.708814,47.33305,,
WASP-14 b,3,1,13.686,1.221,2466.3608,7.76,218.2766247,21.8946875,161.997,9.64647
WASP-14 b,3,1,18.304,1.633,2510.857,7.9,218.2766247,21.8946875,161.997,9.64647
1RXS J160929.1-210524 b,1,1,18.647,1.664,2543,8,242.3762343,-21.0831403,139.135,12.0572
PDS 70 b,1,2,14.572,1.3,2542.64,8,212.0421402,-41.3980405,113.064,11.5848
WASP-167 b,1,1,17.71,1.58,2542.64,8,196.0437932,-35.5495292,423.552,10.5786
KOI-13 b,3,1,20.85,1.86,2637.88,8.3,286.9713876,46.8682463,519.096,10.3678
Kepler-14 b,2,1,12.733,1.136,2669.66,8.4,287.708814,47.33305,,
WASP-150 b,1,1,11.994,1.07,2688.8418,8.46,264.2630197,53.0212751,527.995,11.9151
HAT-P-2 b,1,1,10.66,0.951,2739.6946,8.62,245.1514324,41.0479601,127.774,8.59842
HAT-P-2 b,1,1,12.969,1.157,2765.121,8.7,245.1514324,41.0479601,127.774,8.59842
Kepler-52 b,1,3,2.1,0.187,2765,8.7,286.7380152,49.9757383,321.542,15.0589
HAT-P-2 b,1,1,11.243,1.003,2771.4776,8.72,245.1514324,41.0479601,127.774,8.59842
HAT-P-2 b,1,1,13.339,1.19,2777.8342,8.74,245.1514324,41.0479601,127.774,8.59842
