pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
Kepler-36 c,1,2,3.679,0.328,8.08,0.025,291.2501859,49.2318073,527.956,12.0767
Kepler-48 d,1,4,2.04,0.182,7.93,0.025,299.1393094,40.948939,306.738,13.0772
Kepler-78 b,2,1,1.16,0.103,8,0.025,293.7419543,44.4482521,124.376,11.5287
K2-18 b,1,2,2.38,0.212,7.96,0.02504,172.560141,7.5878315,38.0266,12.4154
K2-216 b,1,1,1.75,0.156,8,0.02517,11.4802354,6.3470302,115.461,12.0576
Kepler-223 d,1,4,5.24,0.467,8,0.02517,298.3183909,47.2794824,1859.71,15.3951
Kepler-49 b,1,4,2.3,0.205,8,0.02517,292.2945208,40.5918123,311.222,15.2293
55 Cnc e,2,5,1.92,0.171,8.08,0.02542,133.1468373,28.3298154,12.5855,5.72973
55 Cnc e,2,5,1.91,0.17,8.08,0.02542,133.1468373,28.3298154,12.5855,5.72973
K2-3 b,1,3,2.14,0.191,8.1,0.02549,172.3353708,-1.4551364,44.0727,11.4785
K2-32 c,2,4,3.48,0.31,8.1,0.02549,252.426008,-19.5430504,157.682,12.0036
Kepler-106 d,1,4,0.95,0.085,8.1,0.02549,300.864006,44.3375497,444.322,12.8391
HD 15337 c,1,2,2.39,0.213,8.11,0.02552,36.8678846,-27.6361171,44.8155,8.85598
55 Cnc e,2,5,2.173,0.194,8.37,0.026,133.1468373,28.3298154,12.5855,5.72973
Kepler-11 e,1,6,4.52,0.404,8.4,0.026,297.1150949,41.9091092,646.346,13.7062
Kepler-131 c,1,2,0.84,0.075,8.25,0.026,288.5308924,40.942373,228.678,11.4904
Kepler-49 c,1,4,2.99,0.267,8.3,0.026,292.2945208,40.5918123,311.222,15.2293
Kepler-68 b,2,3,2.31,0.206,8.3,0.026,291.0323102,49.0402129,144.166,9.93355
EPIC 220674823 b,1,2,1.52,0.136,8.36,0.0263,13.0800239,10.7947051,244.59,11.9535
K2-3 b,1,3,2.078,0.185,8.4,0.02643,172.3353708,-1.4551364,44.0727,11.4785
55 Cnc e,2,5,2,0.178,8.63,0.027,133.1468373,28.3298154,12.5855,5.72973
KOI-142 b,1,3,3.78,0.337,8.7,0.027,291.1481028,40.669413,376.863,13.1048
Kepler-120 b,1,2,2.31,0.206,8.5,0.027,287.8915707,39.3390979,388.63,14.7188
Kepler-20 b,2,6,1.91,0.17,8.7,0.027,287.6979913,42.3385782,282.563,12.4535
Kepler-338 e,1,4,1.56,0.139,8.5,0.027,282.9790593,40.7844188,552.798,12.0828
Kepler-49 b,1,4,2.04,0.182,8.6,0.027,292.2945208,40.5918123,311.222,15.2293
Kepler-96 b,1,1,2.67,0.238,8.46,0.027,297.0698263,40.5252039,122.881,10.2971
K2-111 b,1,1,1.9,0.17,8.6,0.02706,59.8903081,21.2985263,200.394,10.9294
Kepler-107 e,1,4,2.903,0.259,8.6,0.02706,297.028162,48.2086019,525.997,12.4627
LTT 3780 c,2,2,2.3,0.205,8.6,0.02706,154.6449033,-11.717801,21.9814,11.8465
K2-18 b,1,2,2.61,0.233,8.63,0.02715,172.560141,7.5878315,38.0266,12.4154
Kepler-113 c,1,2,2.18,0.194,8.7,0.02737,287.9978721,50.9441847,262.351,13.4598
LHS 1815 b,1,1,1.088,0.097,8.7,0.02737,91.0899861,-55.3115376,29.8424,11.2362
Kepler-25 b,2,3,2.748,0.245,8.7,0.0275,286.6383905,39.4879038,243.249,10.6319
EPIC 249893012 b,1,3,1.95,0.174,8.75,0.02753,228.2482353,-16.7246474,321.296,11.4019
HD 15337 c,1,2,2.522,0.225,8.79,0.02766,36.8678846,-27.6361171,44.8155,8.85598
Kepler-30 b,1,3,1.9,0.17,8.8,0.02769,285.2836483,38.9472625,914.221,15.3761
Kepler-307 b,1,2,3,0.268,8.8,0.02769,297.7950939,40.4176403,575.581,14.0561
Kepler-307 b,1,2,3.01,0.269,8.81,0.02772,297.7950939,40.4176403,575.581,14.0561
HD 213885 b,1,2,1.745,0.156,8.83,0.02778,338.9837166,-59.864829,48.0883,7.80173
HD 97658 b,1,1,2.354,0.21,8.88263,0.02795,168.6376584,25.7105962,21.5618,7.5136
K2-266 d,2,4,2.93,0.261,8.9,0.028,157.9356855,0.9372782,77.5586,11.3527
Kepler-102 e,1,5,2.22,0.198,8.93,0.028,281.4824731,47.2078263,107.796,11.4784
Kepler-184 c,1,3,1.95,0.174,8.8,0.028,291.9518784,43.0746172,610.326,14.3115
Kepler-25 b,2,3,2.6,0.232,9,0.028,286.6383905,39.4879038,243.249,10.6319
Kepler-28 b,1,2,2.93,0.261,8.8,0.028,292.1370409,42.4294835,438.359,15.0257
K2-18 b,1,2,2.37,0.211,8.92,0.02807,172.560141,7.5878315,38.0266,12.4154
EPIC 220674823 b,1,2,1.82,0.162,9,0.02832,13.0800239,10.7947051,244.59,11.9535
KOI-1599.02,1,2,1.9,0.17,9,0.02832,298.3738383,40.6184483,1131.64,14.854
Kepler-305 d,1,4,2.7,0.241,9.1,0.02863,299.2242557,40.343167,868.477,15.7661
WASP-47 e,1,4,1.82,0.162,9.1,0.02863,331.203092,-12.019067,264.78,11.7889
TOI-763 c,1,2,2.63,0.235,9.32,0.02932,194.468098,-39.7580613,95.1274,9.99915
Kepler-107 c,1,4,1.597,0.142,9.39,0.02954,297.028162,48.2086019,525.997,12.4627
Kepler-79 c,1,4,3.553,0.317,9.5,0.02989,300.5171067,44.3815508,1020.72,13.8825
TOI-125 b,1,3,2.726,0.243,9.5,0.02989,23.5934253,-66.6763495,111.059,10.718
KOI-142 b,1,3,3.438,0.307,9.5,0.03,291.1481028,40.669413,376.863,13.1048
Kepler-32 b,1,5,2.25,0.201,9.4,0.03,297.8423073,46.5743595,323.847,15.8123
Kepler-62 b,1,5,1.31,0.117,9,0.03,283.2125621,45.3496992,300.874,13.7197
Kepler-25 b,2,3,2.71,0.242,9.6,0.0302,286.6383905,39.4879038,243.249,10.6319
Kepler-33 f,1,5,4,0.357,9.6,0.0302,289.0775348,46.0051696,1209.16,13.9513
Kepler-36 c,1,2,3.692,0.329,9.61,0.03024,291.2501859,49.2318073,527.956,12.0767
Kepler-33 f,1,5,4,0.357,9.65,0.03036,289.0775348,46.0051696,1209.16,13.9513
K2-285 b,1,4,2.59,0.231,9.68,0.03046,349.3843458,1.3001522,154.961,11.804
Kepler-20 b,2,6,1.868,0.167,9.7,0.03052,287.6979913,42.3385782,282.563,12.4535
TOI-763 b,1,2,2.28,0.203,9.79,0.0308,194.468098,-39.7580613,95.1274,9.99915
HD 3167 c,1,3,3.01,0.269,9.8,0.03083,8.7401487,4.3807215,47.2899,8.76221
Kepler-103 b,1,2,3.37,0.301,9.7,0.031,288.9845512,40.0644857,494.832,12.2466
Kepler-48 c,1,4,3.01,0.269,9.8,0.031,299.1393094,40.948939,306.738,13.0772
Kepler-51 c,1,3,9.31,0.831,9.7,0.031,296.4797624,49.9376486,783.831,14.6777
K2-38 c,1,2,2.42,0.216,9.9,0.03115,240.0333095,-23.1894196,192.69,11.184
Kepler-37 b,1,4,0.32,0.029,10,0.03146,284.0592503,44.5183733,63.9207,9.54988
Kepler-20 d,2,6,2.744,0.245,10.07,0.03168,287.6979913,42.3385782,282.563,12.4535
EPIC 249893012 d,1,3,3.94,0.352,10.18,0.03203,228.2482353,-16.7246474,321.296,11.4019
K2-32 d,2,4,3.43,0.306,10.3,0.03241,252.426008,-19.5430504,157.682,12.0036
WASP-47 d,1,4,3.6,0.321,10.4,0.03272,331.203092,-12.019067,264.78,11.7889
KOI-94 b,2,4,1.71,0.153,10.5,0.033,297.3330716,41.8911186,477.052,12.1882
Kepler-106 c,1,4,2.5,0.223,10.44,0.033,300.864006,44.3375497,444.322,12.8391
Kepler-21 b,2,1,1.635,0.146,10.4,0.033,287.3619673,38.7141384,108.522,8.12832
Kepler-305 b,1,4,3.6,0.321,10.5,0.033,299.2242557,40.343167,868.477,15.7661
Kepler-538 b,2,1,2.215,0.198,10.6,0.03335,297.4865503,49.6233975,155.956,11.1647
K2-285 e,1,4,1.95,0.174,10.7,0.03367,349.3843458,1.3001522,154.961,11.804
Kepler-28 c,1,2,2.77,0.247,10.9,0.034,292.1370409,42.4294835,438.359,15.0257
Kepler-94 b,1,2,3.51,0.313,10.84,0.034,281.1947316,47.4972606,191.904,12.8567
K2-290 b,3,2,3.06,0.273,10.9,0.0343,234.8578846,-20.1988975,272.909,10.8204
Kepler-79 b,1,4,3.47,0.31,10.9,0.0343,300.5171067,44.3815508,1020.72,13.8825
Kepler-549 b,1,2,3.1,0.277,11,0.03461,283.0228527,47.2611431,635.145,14.6226
K2-3 d,1,3,1.53,0.136,11.1,0.03492,172.3353708,-1.4551364,44.0727,11.4785
Kepler-106 e,1,4,2.56,0.228,11.17,0.035,300.864006,44.3375497,444.322,12.8391
Kepler-351 c,1,3,3.16,0.282,11.1,0.035,286.4527949,42.6577891,1083.91,15.9665
Kepler-417 b,1,2,2.31,0.206,11,0.035,293.8241813,42.779648,973.989,15.8658
Kepler-79 d,1,4,6.912,0.617,11.3,0.03555,300.5171067,44.3815508,1020.72,13.8825
Kepler-30 b,1,3,3.9,0.348,11.3,0.036,285.2836483,38.9472625,914.221,15.3761
Kepler-83 c,2,3,2.33,0.208,11.4,0.036,282.2325197,43.6655662,400.409,15.7832
HIP 116454 b,2,1,2.53,0.226,11.82,0.037,353.9543517,0.4447043,62.4491,9.93208
Kepler-113 b,1,2,1.82,0.162,11.7,0.037,287.9978721,50.9441847,262.351,13.4598
Kepler-161 c,1,2,1.87,0.167,11.8,0.037,290.5164698,43.0838642,434.632,14.1922
Kepler-33 d,1,5,4.98,0.444,11.7,0.037,289.0775348,46.0051696,1209.16,13.9513
K2-38 b,1,2,1.55,0.138,12,0.03776,240.0333095,-23.1894196,192.69,11.184
Kepler-37 c,1,4,0.75,0.067,12,0.03776,284.0592503,44.5183733,63.9207,9.54988
CoRoT-22 b,1,1,4.88,0.435,12.2,0.038,280.6671392,6.2191669,627.158,13.7305
Kepler-161 b,1,2,1.93,0.172,12.1,0.038,290.5164698,43.0838642,434.632,14.1922
K2-32 c,2,4,3.01,0.269,12.1,0.03807,252.426008,-19.5430504,157.682,12.0036
Kepler-82 b,1,5,4.07,0.363,12.15,0.03823,292.8733696,42.9661583,904.326,15.1377
Kepler-37 d,1,4,1.94,0.173,12.2,0.03839,284.0592503,44.5183733,63.9207,9.54988
WASP-47 e,1,4,1.817,0.162,12.2,0.03839,331.203092,-12.019067,264.78,11.7889
Kepler-223 c,1,4,2.6,0.232,12.4,0.03901,298.3183909,47.2794824,1859.71,15.3951
Kepler-450 c,1,3,2.596,0.232,12.5,0.03933,295.4865821,51.0135237,455.982,11.6525
Kepler-79 b,1,4,3.338,0.298,12.5,0.03933,300.5171067,44.3815508,1020.72,13.8825
GJ 3470 b,1,1,3.88,0.346,12.58,0.03958,119.7735021,15.391209,29.4214,11.3537
HD 106315 b,1,2,2.44,0.218,12.6,0.03964,183.4724742,-0.3934357,109.353,8.88841
HIP 116454 b,2,1,2.466,0.22,12.7132,0.04,353.9543517,0.4447043,62.4491,9.93208
Kepler-33 e,1,5,3.74,0.334,12.8,0.04,289.0775348,46.0051696,1209.16,13.9513
Kepler-385 b,1,3,2.79,0.249,12.8,0.04,294.3385109,50.3365178,1432.61,15.192
Kepler-20 c,2,6,3.047,0.272,12.75,0.04012,287.6979913,42.3385782,282.563,12.4535
Kepler-95 b,1,1,3.42,0.305,13,0.041,284.4824281,44.397891,445.656,12.3044
WASP-47 d,1,4,3.576,0.319,13.1,0.04122,331.203092,-12.019067,264.78,11.7889
Kepler-11 c,1,6,3.15,0.281,13.5,0.042,297.1150949,41.9091092,646.346,13.7062
Kepler-238 f,1,5,2,0.178,13.5,0.042,287.8971066,40.6378141,1798.75,15.0243
Kepler-385 c,1,3,3.1,0.277,13.2,0.042,294.3385109,50.3365178,1432.61,15.192
Kepler-177 c,1,2,7.3,0.651,13.5,0.04248,286.0471442,45.0532038,1435.44,14.9414
TOI-1266 b,1,2,2.37,0.211,13.5,0.04248,197.9965833,65.8336973,36.0118,12.1222
TOI-125 d,1,3,2.93,0.261,13.6,0.04279,23.5934253,-66.6763495,111.059,10.718
GJ 3470 b,1,1,3.88,0.346,13.73,0.043,119.7735021,15.391209,29.4214,11.3537
Kepler-79 c,1,4,2.05,0.183,13.7,0.043,300.5171067,44.3815508,1020.72,13.8825
GJ 3470 b,1,1,4.83,0.431,13.9,0.04373,119.7735021,15.391209,29.4214,11.3537
GJ 3470 b,1,1,4.57,0.408,13.9,0.04373,119.7735021,15.391209,29.4214,11.3537
Kepler-82 c,1,5,5.34,0.476,13.9,0.04373,292.8733696,42.9661583,904.326,15.1377
Kepler-10 c,1,2,2.35,0.21,13.98,0.04399,285.679298,50.2414842,185.506,10.9191
GJ 3470 b,1,1,4.2,0.37,14,0.044,119.7735021,15.391209,29.4214,11.3537
Kepler-62 d,1,5,1.95,0.174,14,0.044,283.2125621,45.3496992,300.874,13.7197
K2-19 d,1,3,1.14,0.102,14,0.04405,174.9602543,0.603596,289.827,12.8153
GJ 3470 b,1,1,4.32,0.385,14.1,0.04436,119.7735021,15.391209,29.4214,11.3537
K2-266 e,2,4,2.73,0.244,14.3,0.04499,157.9356855,0.9372782,77.5586,11.3527
Kepler-20 f,2,6,1.03,0.092,14.3,0.045,287.6979913,42.3385782,282.563,12.4535
Kepler-25 c,2,3,4.5,0.401,14.3,0.045,286.6383905,39.4879038,243.249,10.6319
Kepler-48 b,1,4,2.05,0.183,14.3,0.045,299.1393094,40.948939,306.738,13.0772
Kepler-48 c,1,4,2.71,0.242,14.61,0.04597,299.1393094,40.948939,306.738,13.0772
Kepler-339 d,1,3,1.18,0.105,14.7,0.046,293.351701,48.4445922,616.637,14.5134
EPIC 249893012 c,1,3,3.67,0.327,14.67,0.04616,228.2482353,-16.7246474,321.296,11.4019
Kepler-177 c,1,2,8.73,0.779,14.7,0.04625,286.0471442,45.0532038,1435.44,14.9414
K2-263 b,1,1,2.41,0.215,14.8,0.04657,129.6821253,15.6806039,162.481,11.4055
Kepler-18 d,1,3,6,0.535,14.9,0.04688,298.0794448,44.746248,433.047,13.5393
Kepler-350 d,1,3,2.28,0.203,14.8,0.047,285.4195845,39.7061009,956.859,13.7606
Kepler-350 d,1,3,2.8,0.25,14.9,0.047,285.4195845,39.7061009,956.859,13.7606
KOI-1783.02,1,2,5.44,0.485,15,0.0472,289.3414629,46.988155,865.73,13.9061
HD 106315 c,1,2,4.35,0.388,15.2,0.04782,183.4724742,-0.3934357,109.353,8.88841
Kepler-411 d,2,4,3.319,0.296,15.2,0.04782,287.6057027,49.5233937,153.676,12.2327
WASP-47 d,1,4,3.63,0.324,15.2,0.04782,331.203092,-12.019067,264.78,11.7889
Kepler-25 c,2,3,5.217,0.465,15.2,0.0479,286.6383905,39.4879038,243.249,10.6319
Kepler-176 d,1,4,2.47,0.22,15.2,0.048,294.6679021,43.8532104,527.321,14.5446
Kepler-221 c,1,4,2.68,0.239,15.1,0.048,296.6547477,46.8352242,385.231,13.7486
Kepler-23 b,1,3,1.9,0.17,15.2,0.048,294.2189131,49.4792536,835.756,13.4015
Kepler-244 d,1,3,2.32,0.207,15.2,0.048,287.242641,42.3014185,1036.49,15.5455
K2-24 c,1,2,7.5,0.669,15.4,0.04845,242.5734559,-24.9906029,170.562,10.9072
KOI-94 c,2,4,4.32,0.385,15.6,0.049,297.3330716,41.8911186,477.052,12.1882
Kepler-18 d,1,3,6.63,0.591,15.7,0.049,298.0794448,44.746248,433.047,13.5393
K2-285 c,1,4,3.53,0.315,15.68,0.04933,349.3843458,1.3001522,154.961,11.804
K2-19 c,1,3,4.51,0.402,15.9,0.05003,174.9602543,0.603596,289.827,12.8153
Kepler-453 b,2,1,6.204,0.553,16,0.05034,283.2413322,46.3784691,442.846,13.5227
HD 219134 d,1,6,1.61,0.144,16.17,0.05088,348.3372026,57.1696255,6.53127,5.2402
Kepler-131 b,1,2,2.41,0.215,16.13,0.051,288.5308924,40.942373,228.678,11.4904
Kepler-20 c,2,6,3.07,0.274,16.1,0.051,287.6979913,42.3385782,282.563,12.4535
Kepler-276 d,1,3,2.8,0.25,16.3,0.051,293.568197,39.0363123,1144.86,15.3648
BD+20 594 b,1,1,2.23,0.199,16.3,0.05129,53.6511231,20.5990205,179.461,10.8644
TOI-421 c,2,2,5.09,0.454,16.42,0.05166,81.8532824,-14.2767404,74.7969,9.77776
K2-32 b,2,4,5.13,0.458,16.5,0.05191,252.426008,-19.5430504,157.682,12.0036
Kepler-18 d,1,3,6.98,0.623,16.4,0.052,298.0794448,44.746248,433.047,13.5393
Kepler-276 c,1,3,2.9,0.259,16.6,0.052,293.568197,39.0363123,1144.86,15.3648
HD 219666 b,1,1,4.71,0.42,16.6,0.05223,349.5592665,-56.9039857,94.1719,9.64956
K2-110 b,1,1,2.592,0.231,16.7,0.05254,207.3497402,-12.2849182,116.474,11.6627
WASP-47 d,1,4,3.71,0.331,16.8,0.05286,331.203092,-12.019067,264.78,11.7889
Kepler-1661 b,2,1,3.87,0.345,17,0.05349,285.1670927,41.9669383,410.607,14.1933
Kepler-10 c,1,2,2.35,0.21,17.2,0.054,285.679298,50.2414842,185.506,10.9191
Kepler-18 c,1,3,5.49,0.49,17.3,0.054,298.0794448,44.746248,433.047,13.5393
Kepler-60 c,1,3,2.38,0.212,17.2,0.054,288.9612535,42.2650472,1025.1,13.9132
Kepler-81 b,1,3,2.8,0.25,17.2,0.054,293.6369437,42.8248275,348.291,15.004
HD 23472 c,1,2,2.149,0.192,17.18,0.05405,55.4590314,-62.7672667,39.0341,9.38476
Kepler-595 b,1,2,3.708,0.331,17.4,0.05475,294.5703593,50.6730147,643.009,14.7628
Kepler-23 d,1,3,2.2,0.196,17.6,0.055,294.2189131,49.4792536,835.756,13.4015
Kepler-326 c,1,3,2.79,0.249,17.4,0.055,294.3255898,46.0022646,487.675,13.6788
Kepler-450 d,1,3,0.941,0.084,17.6,0.05538,295.4865821,51.0135237,455.982,11.6525
Kepler-396 c,1,2,5.3,0.473,17.9,0.056,296.1328135,48.9773095,223.757,11.8286
HD 23472 b,1,2,1.872,0.167,17.92,0.05638,55.4590314,-62.7672667,39.0341,9.38476
Kepler-18 c,1,3,5.22,0.466,18.4,0.058,298.0794448,44.746248,433.047,13.5393
Kepler-211 c,1,2,2.45,0.219,18.3,0.058,285.4391183,43.1685051,309.353,13.2732
Kepler-276 d,1,3,2.74,0.244,18.4,0.058,293.568197,39.0363123,1144.86,15.3648
Kepler-82 c,1,5,5.28,0.471,18.4,0.058,292.8733696,42.9661583,904.326,15.1377
TOI-824 b,1,1,2.926,0.261,18.467,0.0581,222.1654705,-57.5888666,63.9262,10.7616
HAT-P-26 b,1,1,6.333,0.565,18.751,0.059,213.1565508,4.0594175,141.837,11.4641
K2-24 b,1,2,5.4,0.482,19,0.05978,242.5734559,-24.9906029,170.562,10.9072
Kepler-47 d,2,3,7.04,0.628,19.02,0.05984,295.2978883,46.9204303,1025.02,15.1626
K2-38 b,1,2,1.906,0.17,19.0698,0.06,240.0333095,-23.1894196,192.69,11.184
Kepler-219 d,1,3,2.51,0.224,19.1,0.06,288.7389481,46.7625929,787.07,13.7179
Kepler-450 b,1,3,6.083,0.543,19.4,0.06104,295.4865821,51.0135237,455.982,11.6525
Kepler-104 b,2,3,3.13,0.279,19.6,0.062,287.6046621,42.1665104,400.785,12.5697
Kepler-136 b,2,2,1.8,0.161,19.8,0.062,296.4673039,42.5987984,420.818,11.7544
Kepler-54 c,1,3,1.32,0.118,19.8,0.062,294.7739245,43.0561976,271.701,15.8133
K2-24 b,1,2,5.68,0.507,19.8,0.0623,242.5734559,-24.9906029,170.562,10.9072
Kepler-10 c,1,2,2.227,0.199,20,0.063,285.679298,50.2414842,185.506,10.9191
Kepler-20 d,2,6,2.75,0.245,20.1,0.063,287.6979913,42.3385782,282.563,12.4535
Kepler-19 b,1,3,2.209,0.197,20.3,0.064,290.4209694,37.8516556,218.562,11.8763
Kepler-327 c,1,3,1.18,0.105,20.3,0.064,292.6422963,44.0876251,241.987,14.9804
Kepler-84 c,1,5,2.06,0.184,20.2,0.064,298.2520208,40.4960842,1023.9,14.7902
NGTS-4 b,1,1,3.18,0.284,20.6,0.06481,89.5988945,-30.8117992,280.555,12.9092
CoRoT-7 b,1,2,1.68,0.15,21,0.066,100.9561682,-1.0630076,159.906,11.5239
Kepler-85 c,1,4,2.14,0.191,20.9,0.066,290.9734395,45.2902761,765.025,14.766
K2-24 b,1,2,5.68,0.507,21,0.06607,242.5734559,-24.9906029,170.562,10.9072
K2-32 b,2,4,5.38,0.48,21.1,0.06639,252.426008,-19.5430504,157.682,12.0036
Kepler-27 c,1,2,7.17,0.64,21.2,0.067,292.2367608,41.085871,1044.36,15.8164
K2-229 c,1,2,2.12,0.189,21.3,0.06702,186.8729195,-6.7218474,102.564,10.7861
K2-66 b,1,1,2.49,0.222,21.3,0.06702,331.5266563,-10.7115362,513.877,11.9961
Kepler-245 d,1,4,3.31,0.295,21.6,0.068,291.6389972,42.4363482,861.527,15.5969
Kepler-54 b,1,3,2.19,0.195,21.5,0.068,294.7739245,43.0561976,271.701,15.8133
Kepler-109 c,1,2,2.52,0.225,21.8,0.06859,290.3926795,40.2849074,474.861,12.2955
Kepler-409 b,1,1,1.19,0.106,22,0.06922,293.6792058,46.8527337,68.173,9.39109
WASP-47 e,1,4,1.829,0.163,22,0.06922,331.203092,-12.019067,264.78,11.7889
BD+20 594 b,1,1,2.578,0.23,22.2481,0.07,53.6511231,20.5990205,179.461,10.8644
GJ 436 b,1,1,4.17,0.372,22.1,0.07,175.5505363,26.7030669,9.75321,9.57148
HAT-P-26 b,1,1,7.062,0.63,22.2481,0.07,213.1565508,4.0594175,141.837,11.4641
Kepler-56 b,1,3,6.51,0.581,22.1,0.07,293.7583002,41.871807,912.994,12.4298
TOI-132 b,1,1,3.42,0.305,22.4,0.07048,338.3996623,-43.436872,163.678,11.3208
Kepler-189 c,1,2,2.4,0.214,22.7,0.071,287.5646296,44.3050662,591.534,14.8213
GJ 143 b,1,2,2.61,0.233,22.7,0.07142,51.7501882,-63.500166,16.32,7.67906
Kepler-176 c,1,4,2.56,0.228,23,0.072,294.6679021,43.8532104,527.321,14.5446
GJ 436 b,1,1,4.191,0.374,23.13802,0.0728,175.5505363,26.7030669,9.75321,9.57148
GJ 436 b,1,1,4.222,0.377,23.1688,0.0729,175.5505363,26.7030669,9.75321,9.57148
GJ 436 b,1,1,4.26,0.38,23.201,0.073,175.5505363,26.7030669,9.75321,9.57148
GJ 436 b,1,1,4.2,0.37,23.1,0.073,175.5505363,26.7030669,9.75321,9.57148
Kepler-30 d,1,3,8.8,0.785,23.1,0.073,285.2836483,38.9472625,914.221,15.3761
Kepler-60 b,1,3,2.2,0.196,23.1,0.073,288.9612535,42.2650472,1025.1,13.9132
GJ 436 b,1,1,4.091,0.365,23.42407,0.0737,175.5505363,26.7030669,9.75321,9.57148
HATS-38 b,1,1,6.882,0.614,23.51942,0.074,154.2710615,-25.2762982,343.525,12.2781
Kepler-215 d,1,4,2.34,0.209,23.6,0.074,294.9735313,45.2136867,485.997,13.5549
Kepler-4 b,1,1,4.125,0.368,23.83725,0.075,285.6154492,50.1357712,487.916,12.1577
Kepler-226 b,1,3,1.56,0.139,24,0.076,292.3760942,47.8809596,980.138,15.4026
Kepler-231 c,1,2,2.13,0.19,24.1,0.076,293.9733913,50.531846,316.618,15.3896
Kepler-4 b,1,1,4.002,0.357,24.472,0.077,285.6154492,50.1357712,487.916,12.1577
Kepler-83 d,2,3,2.13,0.19,24.6,0.077,282.2325197,43.6655662,400.409,15.7832
K2-292 b,1,1,2.63,0.235,24.5,0.07709,205.3758786,-9.9460704,114.293,9.75597
Kepler-25 c,2,3,5.2,0.464,24.6,0.0774,286.6383905,39.4879038,243.249,10.6319
Kepler-11 g,1,6,3.33,0.297,25,0.079,297.1150949,41.9091092,646.346,13.7062
Kepler-276 c,1,3,2.83,0.252,25.2,0.079,293.568197,39.0363123,1144.86,15.3648
Kepler-33 f,1,5,4.15,0.37,25.2,0.079,289.0775348,46.0051696,1209.16,13.9513
GJ 436 b,1,1,4.1,0.366,25.4,0.08,175.5505363,26.7030669,9.75321,9.57148
K2-19 c,1,3,4.86,0.434,25.6,0.08055,174.9602543,0.603596,289.827,12.8153
Kepler-411 b,2,4,2.401,0.214,25.6,0.08055,287.6057027,49.5233937,153.676,12.2327
HAT-P-11 b,1,2,4.73,0.422,25.743,0.081,297.7101763,48.0818635,37.7647,9.15098
K2-24 c,1,2,7.82,0.698,26,0.0818,242.5734559,-24.9906029,170.562,10.9072
Kepler-411 c,2,4,4.421,0.394,26.4,0.08306,287.6057027,49.5233937,153.676,12.2327
HAT-P-11 b,1,2,4.45,0.397,26.69772,0.084,297.7101763,48.0818635,37.7647,9.15098
Kepler-65 c,1,4,2.61,0.233,26.6,0.084,288.6887221,41.1511076,303.728,10.9656
TOI-1728 b,1,1,5.05,0.451,26.78,0.08426,120.6116787,64.7971531,60.798,11.7294
EPIC 211945201 b,1,1,6.12,0.546,27,0.08495,136.5741931,19.4020565,181.69,10.0512
K2-10 b,1,1,3.84,0.343,27,0.08495,172.1216476,1.6906217,272.36,12.2156
K2-24 c,1,2,7.82,0.698,27,0.08495,242.5734559,-24.9906029,170.562,10.9072
Kepler-122 e,1,5,2.02,0.18,27.7,0.087,291.1118647,39.9490248,1027.45,14.2223
CoRoT-24 c,1,2,5,0.44,28,0.088,101.922543,-3.7192892,591.555,15.1801
Kepler-333 b,2,2,1.61,0.144,28.2,0.089,292.2861201,40.9135429,324.413,14.7212
K2-19 b,1,3,7.74,0.691,28.5,0.08967,174.9602543,0.603596,289.827,12.8153
HAT-P-11 b,1,2,4.82,0.43,28.6047,0.09,297.7101763,48.0818635,37.7647,9.15098
K2-39 b,1,1,6.277,0.56,28.6047,0.09,338.3682095,-9.0229405,307.47,10.5959
Kepler-328 b,1,2,2.3,0.205,28.5,0.09,295.8092756,40.0084866,2213.19,15.6036
K2-27 b,3,1,4.45,0.397,29.1,0.09156,171.5151874,1.2306237,249.645,12.4528
LTT 9779 b,1,1,4.72,0.421,29.32,0.09225,358.6688334,-37.6282141,80.26866,
Kepler-31 c,1,3,4.71,0.42,29.5,0.093,294.0230229,45.8530535,1664.64,15.224
Kepler-117 b,1,2,8.059,0.719,29.875,0.094,288.7930651,48.040176,1455.57,14.2472
Kepler-414 c,1,2,3.01,0.269,29.9,0.094,297.9615616,48.2443363,413.46,13.321
Kepler-9 c,1,3,8.3,0.74,29.9,0.09408,285.5739904,38.4008192,628.257,13.7809
Kepler-9 c,1,3,8.08,0.721,29.9,0.09408,285.5739904,38.4008192,628.257,13.7809
K2-105 b,1,1,3.59,0.369,30,0.09439,125.4202985,13.4975122,197.989,11.7124
TOI-216.02,1,2,7.69,0.686,30,0.09439,73.9800129,-63.2603301,177.945,12.1631
Kepler-338 b,1,4,2.43,0.217,30.6,0.096,282.9790593,40.7844188,552.798,12.0828
Kepler-128 b,1,2,1.13,0.101,30.7,0.097,282.4922622,43.9802442,396.379,11.2886
K2-27 b,3,1,4.48,0.4,30.9,0.09722,171.5151874,1.2306237,249.645,12.4528
HATS-37 A b,2,1,6.793,0.606,31.46517,0.099,199.80183,-22.9868431,211.896,11.9978
Kepler-56 b,1,3,5.1,0.455,32,0.10068,293.7583002,41.871807,912.994,12.4298
WASP-166 b,1,1,7.062,0.63,32.10083,0.101,144.8751047,-20.9824191,114.173,9.257
K2-98 b,1,1,4.3,0.384,32.2,0.10131,126.4882114,11.5110933,518.625,12.0398
