source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,lum_val
3309967059774839808,69.17010273981005,0.04794763184291323,15.86920936668838,0.02642942619485133,21.550600835990853,0.05474827411027704,6.517978,0.5971017,43.49405061722787,0.4094162935235651,"NOT_AVAILABLE",6526.0,0.397,3.8790934
47620265212420096,64.50816886804104,0.07267005228403328,18.256669985312946,0.03588301182800725,21.560795572481293,0.07113160723178959,7.354803,0.85064316,,,"NOT_AVAILABLE",5688.0,0.3945,1.8416271
3312575685471393664,68.64757642161557,0.04841521262353304,15.50450754424306,0.024509026190128767,21.576473558984336,0.05093390123523426,7.7725115,0.7931495,40.261661567348696,0.1399951998767274,"NOT_AVAILABLE",5852.0,0.0743,1.2389151
3312025001943976064,65.80251817058817,0.08276047726886437,15.712787150921809,0.047650600610592196,21.58092734231526,0.09857422059425318,14.345479,2.9949284,,,"NOT_AVAILABLE",3866.9502,0.5705,
45845378567048320,64.00657914515162,0.06779252910139809,16.98296836313519,0.0385733680622244,21.604090413591397,0.08031672755331289,13.78012,2.8325615,,,"NOT_AVAILABLE",3937.0674,,
3312498341699861760,67.24446758521347,0.10570034433317164,15.29359810677707,0.051376166296522134,21.62485818715587,0.12056090823094051,16.54255,3.6554441,,,"NOT_AVAILABLE",3441.0,0.3233,
3312445973164237568,67.93264049619303,0.5434642072728678,15.041010713181224,0.46142028656482253,21.663101644960815,0.6821454394159701,11.451049,2.0250683,40.40740386716726,0.9086167981886737,"NOT_AVAILABLE",4055.36,,0.06722791
3313662896312488192,66.11853471239752,0.0734304791241509,16.88605747548705,0.030881868997261502,21.66569209161861,0.06805301930502561,7.6564097,0.7804346,37.70532863969025,0.15423266985639278,"NOT_AVAILABLE",5758.4,0.087,1.3748597
3313978112552491136,66.02450502015766,0.1909049782102694,17.443989725755902,0.11480246025280223,21.66971159169791,0.2085209797074308,4.724478,0.2241621,,,"NOT_AVAILABLE",8174.0,0.465,
3310569798304869888,64.69650096561314,0.06966424298448647,13.366234498431917,0.04122557821987135,21.675284049144707,0.07422120090533496,11.270179,1.882843,38.87558415142323,0.5130314117279184,"NOT_AVAILABLE",4054.91,0.442,0.07934768
3307528033746225664,68.44479677156822,0.040298394313228944,13.251809373640203,0.02177878578863674,21.693701830170195,0.04652078205272579,6.5009675,0.5809455,,,"NOT_AVAILABLE",6565.0,0.397,3.8881888
3313665885609887744,66.77716109852189,0.11718850423366277,16.430095458248665,0.04852599768592103,21.697254332679023,0.12781621692533576,16.561577,3.6732016,,,"NOT_AVAILABLE",3489.42,0.2625,
3312899491645515776,67.37957012440589,0.05285396365163945,16.244695218729277,0.02156113771705019,21.699981900403753,0.05811286062364213,9.927285,1.3841467,39.41134358783126,0.5887037622086978,"NOT_AVAILABLE",4600.31,0.338,0.208944
3313653894061044224,65.99689378564811,0.05258797460281017,16.721469078289186,0.025782387616705756,21.71019816857066,0.055711933559412966,11.728009,2.0502758,39.107080179083525,0.3631877383860195,"NOT_AVAILABLE",3952.1602,0.644,0.05534392
3313778207594395392,66.81981669424533,0.04246623806588561,17.24171572182765,0.020944699227180823,21.743721080137597,0.04631050974726293,12.143844,2.2100258,40.369513075724385,0.40475763217681326,"NOT_AVAILABLE",4046.5923,0.352,
3313977356636886144,66.02740295647526,0.13345064331128895,17.444226738797575,0.06610404121942019,21.747691598193672,0.10664357171047999,14.500963,2.2955742,,,"NOT_AVAILABLE",3659.0,,
3313689422030650496,66.66765704827857,0.07035347824040732,16.74677694365919,0.028036291159959842,21.765215271986055,0.06892683877779782,7.9409018,0.8295064,38.401630327484924,0.15381544872435746,"VARIABLE",5781.0,0.135,1.0468141
3314185129974409088,67.12084126252604,0.29589333297939524,17.69591648706005,0.13297311258366132,21.8172207405771,0.23143953597304623,13.166224,,,,"NOT_AVAILABLE",,,
3312564037520033792,67.96910450542352,0.03943490678321448,15.499376849780678,0.018768405822308286,21.836692235162875,0.03778781673007124,10.49827,1.579176,40.44317894778473,0.2902023768526515,"NOT_AVAILABLE",4268.9,0.493,0.14072816
3314213025787054592,67.38218032682573,0.044448179264738964,17.893041427408473,0.020904975048083755,21.839417780702384,0.05087184658369588,8.731016,0.99149895,39.48329890802687,0.1136502427680242,"NOT_AVAILABLE",5342.0,0.1253,0.52312833
47715063730746880,64.64156503063818,0.09189626087733643,18.364587906418375,0.04197596642925296,21.852025759473303,0.110437358297948,14.62012,3.0259037,,,"NOT_AVAILABLE",4087.38,0.475,
